bank_name,channel,text_id,tid,status,text,re_ori,startTime,loanType,curTimes,paidMoney,deadline,ctype2,ctype1,curShouldRefund,isInitial,isLoan,fee,overAmount,cardNo,sum,returnDate,loanDate,totalAmount,currencyType,totalPeriod,tags,isPayOff,sumMoney,cardLevel,cardType,overDays,accountType,debitNo,curRefund,totalTimes,cardStatus,deadTime,totalCredit,paidPeriod,cardUsage,balance
中国农业银行,95599,nongye_48~0,nongye_48,IGNORE,【中国农业银行】您尾数号为6477的银行账户在微信银行申请转出人民币5000元到交通银行陈建海的账户收款方账户尾号为2085标准手续费5.00元优惠后手续费0.00元确认回复SZ114379与手机K码第4位和第2位取消请直接回复SZ114379详情请咨询客服:95599,.*您尾数号为\d+的银行账户在.*银行申请转出人民币(\d+\.?\d*)元到.*银行.*的账户收款方账户尾号为\d+标准手续费(\d+\.?\d*)元优惠后手续费(\d+\.?\d*)元确认回复.*取消请直接回复,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国农业银行,95599,nongye_49~0,nongye_49,IGNORE,【中国农业银行】09月27日前回复CCFQ7463期数可将27日74.24美元消费分3691224期每期手续费0.6分期相关业务规则详见农行官网。,【?中国农业银行】\d+月\d+日前回复.*期数可将.*消费分.*期每期手续费,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国农业银行,95599,nongye_50~0,nongye_50,IGNORE,【中国农业银行】13002006柜员号:A21l终端号:A21l机构:八一路支行地址:邢台市新八一大街86号故障:钞箱少,.*柜员号.*终端号.*机构.*地址.*故障,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国农业银行,95599,nongye_51~0,nongye_51,IGNORE,【中国农业银行】P系统客户刘建华（男132826195466666613票号3002）于13时31分到网点为信用卡营销目标客户预授信额度为60000元请主动营销。,.*客户.*于.*到网点为信用卡营销目标客户预授信额度均?值?为\d+元,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国农业银行,95599,nongye_51~2,nongye_51,IGNORE,【中国农业银行】合约类客户赵希敏（男44010219506666661X票号V001）于08时32分到网点为信用卡营销目标客户预授信额度为40000元请主动营销。,.*客户.*于.*到网点为信用卡营销目标客户预授信额度均?值?为\d+元,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国农业银行,95599,nongye_51~3,nongye_51,IGNORE,【中国农业银行】房贷客户段秀川（女513321196666666620票号A037）于09时45分到网点为信用卡营销目标客户预授信额度均值为35000元预授信区间为35000元到35000元之间请主动营销。,.*客户.*于.*到网点为信用卡营销目标客户预授信额度均?值?为\d+元,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国农业银行,95599,nongye_47~0,nongye_47,IGNORE,【中国农业银行】您已成功预约在2016-08-24日14-15点前往双流西航港分理处（四川省双流县西航港街道黄河中路二段388号12栋1层102号2层102号028-87425306）办理业务请您携带身份证按时前往预约网点过时逾期作废。,.*您已成功预约在.*前往.*办理业务,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国农业银行,95599,nongye_44~3,nongye_44,IGNORE,额为7319093.74。,(\d+\.?\d*)?余?额?为?(\d+\.?\d*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国农业银行,95599,nongye_35~2,nongye_35,SUCCESS,【中国农业银行】您12月份应发工资9218.00元扣所得税18.01元住房公积金943.00元医疗保险费88.16元养老保险费562.96元个人年金281.48元失业保险费22.04元代扣款0.00元实发工资为7302.35元。（万宁市财政国库支付局提供）【回复TD2101退订】,.*?您.*?月份?(应发工资|工资应发)(\d+\.?\d*).*?实发工?资?为?(\d+\.?\d*).*?支付局.*?【回复.*?退订】,,,,,,99.0,INCOME,,,,,,-1,7302.35,,,,RMB,,"保险费,扣款,",,,GENERAL,DESPOSIT,,PERSONAL,,,,,,-1.0,,,-1.0
中国农业银行,95599,nongye_44~0,nongye_44,IGNORE,余额为1118245.07。【中国农业银行】,(\d+\.?\d*)?余?额?为?(\d+\.?\d*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国农业银行,95599,nongye_35~0,nongye_36,SUCCESS,【中国农业银行】您本月应发工资880代扣个人所得税0公积金0社保0职业年金0代扣款0实发880。省支付局【回复TD2102退订】,.*?您.*?月份?(应发工资|工资应发)(\d+\.?\d*).*?实发工?资?为?(\d+\.?\d*).*?【回复.*?退订】,,,,,,99.0,INCOME,,,,,,-1,880.0,,,,RMB,,"代扣,扣款,支付,",,,GENERAL,DESPOSIT,,PERSONAL,,,,,,-1.0,,,-1.0
中国农业银行,95599,nongye_35~1,nongye_35,SUCCESS,【中国农业银行】您12月份工资应发6899.00扣税0.00个人缴公积678.00缴医保65.78养老保险费440.48个人年金220.24实发5494.50.市财政支付局【回复TD2101退订】,.*?您.*?月份?(应发工资|工资应发)(\d+\.?\d*).*?实发工?资?为?(\d+\.?\d*).*?支付局.*?【回复.*?退订】,,,,,,0.0,INCOME,,,,,,-1,5494.5,,,,RMB,,"工资,支付,",,,GENERAL,DESPOSIT,,PERSONAL,,,,,,-1.0,,,-1.0
中国农业银行,95599,nongye_35~1,nongye_36,SUCCESS,【中国农业银行】您12月份工资应发6899.00扣税0.00个人缴公积678.00缴医保65.78养老保险费440.48个人年金220.24实发5494.50.市财政支付局【回复TD2101退订】,.*?您.*?月份?(应发工资|工资应发)(\d+\.?\d*).*?实发工?资?为?(\d+\.?\d*).*?【回复.*?退订】,,,,,,0.0,INCOME,,,,,,-1,5494.5,,,,RMB,,"工资,支付,",,,GENERAL,DESPOSIT,,PERSONAL,,,,,,-1.0,,,-1.0
中国农业银行,95599,nongye_53~0,nongye_53,IGNORE,【中国农业银行】客户叶春梅（等级:白金卡最高等级贵宾卡卡种:票号:V003）于2016年08月10日15时33分来本网点办理业务。提示已签约直管网点直属支行广场支行营业室直管客户经理姜晓宇未开通渠道贵宾通宝卡基金国债贷记卡消息服务手机银行外汇宝投资型保险银期转帐第三方存管存金通金市通双利丰基金定投代发工资个人资金归集。,【?中国农业银行】客户.*于.*来本网点办理业务,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国农业银行,95599,nongye_35~2,nongye_36,SUCCESS,【中国农业银行】您12月份应发工资9218.00元扣所得税18.01元住房公积金943.00元医疗保险费88.16元养老保险费562.96元个人年金281.48元失业保险费22.04元代扣款0.00元实发工资为7302.35元。（万宁市财政国库支付局提供）【回复TD2101退订】,.*?您.*?月份?(应发工资|工资应发)(\d+\.?\d*).*?实发工?资?为?(\d+\.?\d*).*?【回复.*?退订】,,,,,,99.0,INCOME,,,,,,-1,7302.35,,,,RMB,,"保险费,扣款,",,,GENERAL,DESPOSIT,,PERSONAL,,,,,,-1.0,,,-1.0
中国农业银行,95599,nongye_36~0,nongye_36,SUCCESS,【中国农业银行】您的9月应发工资5176.00个人所得税0.00个人缴住房公积金621.00个人缴医疗保险费66.22个人缴养老保险费0.00个人缴养老保险费410.24个人缴职业年金205.12个人缴失业保险费16.56代扣款0.00扣发项合计1319.14实发工资3856.86已发放。（临高农行）【回复TD2101退订】,.*?您.*?月份?(应发工资|工资应发)(\d+\.?\d*).*?实发工?资?为?(\d+\.?\d*).*?【回复.*?退订】,,,,,,0.0,INCOME,,,,,,-1,3856.86,,,,RMB,,"保险费,扣款,发放,",,,GENERAL,DESPOSIT,,PERSONAL,,,,,,-1.0,,,-1.0
中国农业银行,95599,nongye_37~0,nongye_37,SUCCESS,【中国农业银行】尊敬的客户贵公司尾号为869866的单位结算卡（对应结算账户尾号011729）于12月02日14时04分完成一笔转入交易金额为39398.40。,.*?尊敬的客户贵公司尾号为\d+(\d\d\d\d)的单位结算卡（对应结算账户尾号\d+）于.*?完成一笔.*?转入交易金额为(\d+\.?\d*)。,,,,,,1.0,INCOME,,,,,,9866,39398.4,,,,RMB,,"转入,结算,交易,",,,GENERAL,DESPOSIT,,COMPANY,,,,,,-1.0,,,-1.0
中国农业银行,95599,nongye_37~1,nongye_37,SUCCESS,【中国农业银行】尊敬的客户贵公司尾号为856368的单位结算卡（对应结算账户尾号011729）于12月03日11时09分完成一笔分行版手机银行转入交易金额为28782.72。,.*?尊敬的客户贵公司尾号为\d+(\d\d\d\d)的单位结算卡（对应结算账户尾号\d+）于.*?完成一笔.*?转入交易金额为(\d+\.?\d*)。,,,,,,1.0,INCOME,,,,,,6368,28782.72,,,,RMB,,"转入,结算,交易,",,,GENERAL,DESPOSIT,,COMPANY,,,,,,-1.0,,,-1.0
中国农业银行,95599,nongye_37~2,nongye_37,SUCCESS,【中国农业银行】尊敬的客户贵公司尾号为856061的单位结算卡（对应结算账户尾号011729）于12月04日11时45分完成一笔大额支付人行支付中心转入交易金额为44236.80。,.*?尊敬的客户贵公司尾号为\d+(\d\d\d\d)的单位结算卡（对应结算账户尾号\d+）于.*?完成一笔.*?转入交易金额为(\d+\.?\d*)。,,,,,,1.0,INCOME,,,,,,6061,44236.8,,,,RMB,,"转入,结算,交易,支付,",,,GENERAL,DESPOSIT,,COMPANY,,,,,,-1.0,,,-1.0
中国农业银行,95599,nongye_37~3,nongye_37,SUCCESS,【中国农业银行】尊敬的客户贵公司尾号为869866的单位结算卡（对应结算账户尾号011729）于12月13日10时50分完成一笔网上银行转入交易金额为49826.88。,.*?尊敬的客户贵公司尾号为\d+(\d\d\d\d)的单位结算卡（对应结算账户尾号\d+）于.*?完成一笔.*?转入交易金额为(\d+\.?\d*)。,,,,,,1.0,INCOME,,,,,,9866,49826.88,,,,RMB,,"转入,结算,交易,",,,GENERAL,DESPOSIT,,COMPANY,,,,,,-1.0,,,-1.0
中国农业银行,95599,nongye_38~0,nongye_38,IGNORE,尊敬的客户李献芳的深圳农行账户（尾号7874）向您异地农行的账户（尾号6875）转入2031.00元请注意查收【中国农业银行】,".*尊敬的客户(?!您的).*?农行账户.*?向您.*?的账户（尾号(\d{3,4})）转入(\d+\.?\d*)元请注意查收",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国农业银行,95599,nongye_38~1,nongye_38,IGNORE,【中国农业银行】尊敬的客户张诗明的深圳农行账户（尾号6377）向您的账户（尾号1025）转入5000.00元请注意查收,".*尊敬的客户(?!您的).*?农行账户.*?向您.*?的账户（尾号(\d{3,4})）转入(\d+\.?\d*)元请注意查收",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国农业银行,95599,nongye_39~0,nongye_39,IGNORE,【中国农业银行】您的掌上银行于2017年1月28日21:59激活请不要向任何人提供登录密码账户密码等谨防诈骗。客服,.*?您的掌上银行于.*?激活请不要向任何人提供登录密码账户密码等谨防诈骗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国农业银行,95599,nongye_40~0,nongye_40,IGNORE,【中国农业银行】尊敬的客户您已于2017年01月31日开通我行短信银行服务将尾号7274的农行账户添加为短信银行账户您可回复“JH{身份证后6位或注册证件号}”或“激活{身份证后6位或注册证件号}”或“0{身份证后6位或注册证件号}”进行激活。,.*?您已于.*?开通我行短信银行服务将尾号.*?的农行账户添加为短信银行账户,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国农业银行,95599,nongye_41~0,nongye_41,IGNORE,【中国农业银行】尊敬的客户贵公司的农行账户（尾号为5297）于01月09日11时30分完成了账户部分冻结操作部分冻结金额为95.00。,.*?贵公司的农行账户（尾号为.*?）于.*?完成了账户部分冻结操作部分冻结金额为,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国农业银行,95599,nongye_42~0,nongye_42,IGNORE,【中国农业银行】尊敬的客户贵公司的农行账户（尾号为6422）于01月24日10时07分完成了账户解冻（部分冻结）操作解冻金额为465000.00。,.*?贵公司的农行账户（尾号为.*?）于.*?完成了账户解冻.*?操作解冻金额为,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国农业银行,95599,nongye_43~0,nongye_43,IGNORE,【中国农业银行】尊敬的客户贵公司的农行账户（尾号为0691）已于2017年01月11日16时26分成功缴纳消息通知服务费。,.*?贵公司的农行账户（尾号为.*?）已于.*?成功缴纳消息通知服务费,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国农业银行,95599,nongye_44~2,nongye_44,IGNORE,9328.84。,(\d+\.?\d*)?余?额?为?(\d+\.?\d*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国农业银行,95599,nongye_54~0,nongye_54,IGNORE,【中国农业银行】您尾号0003的信用卡2016年08月人民币账单最高可分期金额为2428.00元09月01日前回复“CCZD0003期数”可将本期人民币账单按最高金额分为3691224期分期手续费及业务规则详见官网。,【?中国农业银行】您尾号\d+的信用卡\d+年\d+月人民币账单最高可分期金额为(\d+\.?\d*)元\d+月\d+日前回复,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国农业银行,95599,nongye_65~0,nongye_65,SUCCESS,【中国农业银行】尊敬的客户您查询的尾号8888的信用卡对应的账户8888年88月88日交易金额88.88元交易类型为账单分期手续费。如有疑问详询客服。,".*?您查询的尾号(\d{3,4})的(.{0,8}[卡户折号])对应的账户.*?交易金额([0-9]+[\.,]?[0-9]*)元交易类型为.*?",,,,,,99.0,PAYOUT,,,,,,8888,88.88,,,,RMB,,"信用卡,交易,",,,GENERAL,CREDIT,,PERSONAL,,,,,,-1.0,,,-1.0
中国农业银行,95599,nongye_55~1,nongye_55,IGNORE,【中国农业银行】线路故障1326032万宁奥特莱斯万宁奥特莱斯ATM/移动:10月5日07:31不通【回复TD2103退订】,^【中国农业银行】线路(故障|恢复).*?【回复.*?退订】$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国农业银行,95599,nongye_73~0,nongye_73,SUCCESS,【中国农业银行】尊敬的客户贵公司的农行账户（尾号8888）于88月88日88:88向中国石化销售股份有限公司江苏无锡石油分公司完成转出交易金额为8888.88。,".*?贵公司的农行账户（尾号(\d{3,4}).*?）于.*?向.*?完成转出交易金额为([0-9]+[\.,]?[0-9]*).*?",,,,,,8.0,PAYOUT,,,,,,8888,8888.88,,,,RMB,,"转出,交易,",,,GENERAL,DESPOSIT,,COMPANY,,,,,,-1.0,,,-1.0
中国农业银行,95599,nongye_73~1,nongye_73,SUCCESS,【中国农业银行】尊敬的客户贵公司的农行账户（尾号1111单位结算卡尾号11）于11月11日11:1.11向王雅琪完成转出交易金额为1111.11,".*?贵公司的农行账户（尾号(\d{3,4}).*?）于.*?向.*?完成转出交易金额为([0-9]+[\.,]?[0-9]*).*?",,,,,,0.0,PAYOUT,,,,,,1111,1111.11,,,,RMB,,"结算,转出,交易,",,,GENERAL,DESPOSIT,,COMPANY,,,,,,-1.0,,,-1.0
中国农业银行,95599,nongye_74~0,nongye_74,SUCCESS,【中国农业银行】影响您办理贷款类业务。请在8月88日前还足最低还款额8888.88元。如未及时还款我行将以88888888888号码进行电话追收。如已还款请忽略。,".*?请在(\d{1,2}月\d{1,2}日)前还足最低还款额([0-9]+[\.,]?[0-9]*)元.*?",,OTHER,,-1.0,,99.0,LOAN,8888.88,1.0,,,,-1,,,8月88日,,RMB,-1.0,"贷款,还款,",0.0,-1.0,GENERAL,DESPOSIT,,PERSONAL,-1,-1.0,,,,,-1.0,,
中国农业银行,95599,nongye_75~0,nongye_75,SUCCESS,【中国农业银行】您8888信用卡8月8日88:88取现888.88元手续费8.88元现人民币可用余额为88888.88元。如您需资金周转可通过掌银客服或网点办理现金分期最高可分期8888.88元。现金分期不收利息及取现手续费申请8万元每天分期手续费仅8.8元。,".*?您(\d{3,4})(.{0,8}[卡户折号])(\d{1,2}月\d{1,2}日\d{1,2}:\d{1,2})取现([0-9]+[\.,]?[0-9]*)[元]?手续费([0-9]+[\.,]?[0-9]*)[元]?现人民币可用余额为([0-9]+[\.,]?[0-9]*)[元]?.*?",,,,,,2.0,PAYOUT,,,,,,8888,888.88,,,,RMB,,"信用卡,取现,余额,利息,现金分期,人民币,",,,GENERAL,CREDIT,,PERSONAL,,,,,,-1.0,,,88888.88
中国农业银行,95599,nongye_75~1,nongye_75,SUCCESS,【中国农业银行】您8888的信用卡8月8日8:88取现8888.88手续费88.88现人民币可用余额为8888.88。本期账单透,".*?您(\d{3,4})(.{0,8}[卡户折号])(\d{1,2}月\d{1,2}日\d{1,2}:\d{1,2})取现([0-9]+[\.,]?[0-9]*)[元]?手续费([0-9]+[\.,]?[0-9]*)[元]?现人民币可用余额为([0-9]+[\.,]?[0-9]*)[元]?.*?",,,,,,2.0,PAYOUT,,,,,,8888,8888.88,,,,RMB,,"取现,余额,信用卡,本期账单,人民币,",,,GENERAL,CREDIT,,PERSONAL,,,,,,-1.0,,,8888.88
中国农业银行,95599,nongye_76~0,nongye_76,SUCCESS,【中国农业银行】您8888的信用卡8月8日88:88消费8.88塞尔维亚第纳尔可用余额8888.88美元,".*?您(\d{3,4})的(.{0,8}[卡户折号]).*?消费([0-9]+[\.,]?[0-9]*).*?可用余额([0-9]+[\.,]?[0-9]*).{0,6}?元",,,,,,7.0,PAYOUT,,,,,,8888,0.59,,,,WAI_BI,,"美元,信用卡,余额,消费,塞尔维亚第纳尔,",,,GENERAL,CREDIT,,PERSONAL,,,,,,-1.0,,,594.34
中国农业银行,95599,nongye_72~0,nongye_73,SUCCESS,【中国农业银行】尊敬的客户贵公司的农行账户（尾号8888）于88月88日88:88向中国石化销售股份有限公司江苏无锡石油分公司完成转出交易金额为8888.88余额为888888.88。,".*?贵公司的农行账户（尾号(\d{3,4}).*?）于.*?向.*?完成转出交易金额为([0-9]+[\.,]?[0-9]*).*?",,,,,,8.0,PAYOUT,,,,,,8888,8888.88,,,,RMB,,"余额,转出,交易,",,,GENERAL,DESPOSIT,,COMPANY,,,,,,-1.0,,,-1.0
中国农业银行,95599,nongye_76~1,nongye_76,SUCCESS,【中国农业银行】您8888的信用卡8月8日8:88消费8.88阿联酋地拉姆可用余额88888.88元,".*?您(\d{3,4})的(.{0,8}[卡户折号]).*?消费([0-9]+[\.,]?[0-9]*).*?可用余额([0-9]+[\.,]?[0-9]*).{0,6}?元",,,,,,7.0,PAYOUT,,,,,,8888,8.88,,,,WAI_BI,,"信用卡,余额,消费,",,,GENERAL,CREDIT,,PERSONAL,,,,,,-1.0,,,88888.88
中国农业银行,95599,nongye_78~0,nongye_78,SUCCESS,【中国农业银行】您8888的信用卡8月8日8:88转入8888.88元手续费8.88元可用余额8888.88元,".*?您(\d{3,4})的(.{0,8}[卡户折号]).*?(?:转入)([0-9]+[\.,]?[0-9]*)元手续费([0-9]+[\.,]?[0-9]*)元可用余额([0-9]+[\.,]?[0-9]*)元",,,,,,5.0,INCOME,,,,,,8888,8888.88,,,,RMB,,"转入,信用卡,余额,",,,GENERAL,CREDIT,,PERSONAL,,,,,,-1.0,,,8888.88
中国农业银行,95599,nongye_78~0,nongye_82,SUCCESS,【中国农业银行】您8888的信用卡8月8日8:88转入8888.88元手续费8.88元可用余额8888.88元,".*?您(\d{3,4})的(.{0,8}[卡户折号]).*?(?:转入)([0-9]+[\.,]?[0-9]*).{1,6}?元手续费([0-9]+[\.,]?[0-9]*).{1,6}?元可用余额([0-9]+[\.,]?[0-9]*).{1,6}?元",,,,,,5.0,INCOME,,,,,,8888,8888.8,,,,WAI_BI,,"转入,信用卡,余额,",,,GENERAL,CREDIT,,PERSONAL,,,,,,-1.0,,,8888.8
中国农业银行,95599,nongye_79~0,nongye_79,SUCCESS,【中国农业银行】您8888的信用卡8月8日8:88存款8888.88元手续费8.88元可用余额8888.88元,".*?您(\d{3,4})的(.{0,8}[卡户折号]).*?(?:存款)([0-9]+[\.,]?[0-9]*)元手续费([0-9]+[\.,]?[0-9]*)元可用余额([0-9]+[\.,]?[0-9]*)元",,,,,,5.0,INCOME,,,,,,8888,8888.88,,,,RMB,,"存款,信用卡,余额,",,,GENERAL,CREDIT,,PERSONAL,,,,,,-1.0,,,8888.88
中国农业银行,95599,nongye_79~0,nongye_83,SUCCESS,【中国农业银行】您8888的信用卡8月8日8:88存款8888.88元手续费8.88元可用余额8888.88元,".*?您(\d{3,4})的(.{0,8}[卡户折号]).*?(?:存款)([0-9]+[\.,]?[0-9]*).{1,6}?元手续费([0-9]+[\.,]?[0-9]*).{1,6}?元可用余额([0-9]+[\.,]?[0-9]*).{1,6}?元",,,,,,5.0,INCOME,,,,,,8888,8888.8,,,,WAI_BI,,"存款,信用卡,余额,",,,GENERAL,CREDIT,,PERSONAL,,,,,,-1.0,,,8888.8
中国农业银行,95599,nongye_35~0,nongye_35,SUCCESS,【中国农业银行】您本月应发工资880代扣个人所得税0公积金0社保0职业年金0代扣款0实发880。省支付局【回复TD2102退订】,.*?您.*?月份?(应发工资|工资应发)(\d+\.?\d*).*?实发工?资?为?(\d+\.?\d*).*?支付局.*?【回复.*?退订】,,,,,,99.0,INCOME,,,,,,-1,880.0,,,,RMB,,"代扣,扣款,支付,",,,GENERAL,DESPOSIT,,PERSONAL,,,,,,-1.0,,,-1.0
中国农业银行,95599,nongye_80~0,nongye_80,SUCCESS,【中国农业银行】您8888的信用卡8月8日8:88代收8888.88元手续费8.88元可用余额8888.88元,".*?您(\d{3,4})的(.{0,8}[卡户折号]).*?(?:银联入账|代收|退货|刷卡金转入|商户分期退货|二维码退货|刷卡金撤销)([0-9]+[\.,]?[0-9]*)元手续费([0-9]+[\.,]?[0-9]*)元可用余额([0-9]+[\.,]?[0-9]*)元",,,,,,5.0,INCOME,,,,,,8888,8888.88,,,,RMB,,"信用卡,余额,代收,",,,GENERAL,CREDIT,,PERSONAL,,,,,,-1.0,,,8888.88
中国农业银行,95599,nongye_77~0,nongye_77,SUCCESS,【中国农业银行】您8888的信用卡8月8日88:88转出8888.88元手续费88.88元。账户查询还款优惠活动等尽在农行掌上银行,".*?您(\d{3,4})的(.{0,8}[卡户折号]).*?转出([0-9]+[\.,]?[0-9]*)元手续费([0-9]+[\.,]?[0-9]*)元.*?",,,,,,8.0,PAYOUT,,,,,,8888,8888.88,,,,RMB,,"还款,信用卡,转出,",,,GENERAL,CREDIT,,PERSONAL,,,,,,-1.0,,,-1.0
中国农业银行,95599,nongye_72~0,nongye_72,SUCCESS,【中国农业银行】尊敬的客户贵公司的农行账户（尾号8888）于88月88日88:88向中国石化销售股份有限公司江苏无锡石油分公司完成转出交易金额为8888.88余额为888888.88。,".*?贵公司的农行账户（尾号(\d{3,4})(?:单位结算卡尾号\d{3,4})?）于.*?(?:向.*?)?完成转出交易金额为([0-9]+[\.,]?[0-9]*)余额为([0-9]+[\.,]?[0-9]*).*?",,,,,,8.0,PAYOUT,,,,,,8888,8888.88,,,,RMB,,"余额,转出,交易,",,,GENERAL,DESPOSIT,,COMPANY,,,,,,-1.0,,,888888.88
中国农业银行,95599,nongye_69~0,nongye_69,SUCCESS,【中国农业银行】尊敬的客户截至8888年88月88日签约账户共8个账号尾数8888人民币余额8888888.88元请核对确认险和责任由贵方承担,".*?截至.*?签约账户共\d+个账号尾数(\d{3,4})人民币余额([0-9]+[\.,]?[0-9]*)元.*?",-1,,,,,-1.0,STATUS,,,,,,8888,,,,,RMB,,"余额,人民币,",,,GENERAL,DESPOSIT,,PERSONAL,,,,JIHUO,-1,,,,8888888.88
中国农业银行,95599,nongye_68~0,nongye_68,SUCCESS,【中国农业银行】尊敬的客户您签约农行无感支付业务的苏J8EV88汽车于88月88日88时88分驶离仪征站前路加油站成功付款888.88元。,".*?您签约农行无感支付业务的.*?汽车于.*?驶离.*?成功付款([0-9]+[\.,]?[0-9]*)元.*?",,,,,,5.0,PAYOUT,,,,,,-1,888.88,,,,RMB,,"付款,支付,",,,GENERAL,DESPOSIT,,PERSONAL,,,,,,-1.0,,,-1.0
中国农业银行,95599,nongye_56~0,nongye_56,SUCCESS,【中国农业银行】8888美元余额8.88元账号尾数8888美元余额8.88元如有疑问请及时与我行联系。,".*?美元余额([0-9]+[\.,]?[0-9]*)元账号尾数(\d{3,4})美元余额([0-9]+[\.,]?[0-9]*)元.*?",-1,,,,,-1.0,STATUS,,,,,,8888,,,,,WAI_BI,,"美元,余额,",,,GENERAL,DESPOSIT,,PERSONAL,,,,JIHUO,-1,,,,63.83
中国农业银行,95599,nongye_57~0,nongye_57,SUCCESS,【中国农业银行】88元。截止至8月8日本期人民币账单剩余应还款金额为88888.88元到期还款日88月88日。业务细则详见农行官网。,".*?截止至.*?本期人民币账单剩余应还款金额为([0-9]+[\.,]?[0-9]*)元到期还款日(\d{1,2}月\d{1,2}日).*?",,,,,,-1.0,BILLREMIND,,,,,,-1,88888.88,88月88日,,,RMB,,"应还款,还款日,账单,人民币,",,,GENERAL,DESPOSIT,,PERSONAL,,,,,,,,,-1.0
中国农业银行,95599,nongye_58~0,nongye_58,SUCCESS,【中国农业银行】东台市双强食品厂的“抵押e贷”于8888年88月88日支用贷款8888888.88元到尾号为8888的企业账户剩余额度8.88元。请您知晓贷款资金用途为东台市双强食品厂生产经营不可用于股票期货金融衍生品股本权益性投资购买住房以及国家,".*?于([\d年月日时分秒:\-/]+)支用贷款([0-9]+[\.,]?[0-9]*)元到尾号为(\d{3,4})的企业账户剩余额度[0-9]+[\.,]?[0-9]*元.*?",,OTHER,,-1.0,,99.0,LOAN,-1.0,1.0,,,,8888,,,8888年88月88日,,RMB,-1.0,"期货,贷款,",0.0,8888888.88,GENERAL,DESPOSIT,,PERSONAL,-1,-1.0,,,,,-1.0,,
中国农业银行,95599,nongye_59~0,nongye_59,SUCCESS,【中国农业银行】亲您所签约的缴费业务委托代扣租赁款项目于88月88日88时88分成功扣款88888.88元缴费单位狮桥融资租赁（中国）有限公司合约号8888888888888888888。如有疑问请,".*?您所签约的缴费业务委托代扣租赁款项目于(\d{1,2}月\d{1,2}日\d{1,2}时\d{1,2}分)成功扣款([0-9]+[\.,]?[0-9]*)元.*?",,OTHER,,-1.0,,99.0,LOAN,-1.0,1.0,,,,-1,,,88月88日88时88分,,RMB,-1.0,"代扣,扣款,缴费,",0.0,88888.88,GENERAL,DESPOSIT,,PERSONAL,-1,-1.0,,,,,-1.0,,
中国农业银行,95599,nongye_60~0,nongye_60,SUCCESS,【中国农业银行】农行香港:88月88日账号8888888888进账CNY8.88交易后余额CNY888.88参考号INTEREST,".*?农行香港:(\d{1,2}月\d{1,2}日)账号\d+进账(?:人民币|RMB|CNY)([0-9]+[\.,]?[0-9]*)交易后余额(?:人民币|RMB|CNY)([0-9]+[\.,]?[0-9]*).*?",,,,,,99.0,INCOME,,,,,,-1,8.88,,,,RMB,,"余额,交易,",,,GENERAL,DESPOSIT,,PERSONAL,,,,,,-1.0,,,888.88
中国农业银行,95599,nongye_60~0,nongye_61,SUCCESS,【中国农业银行】农行香港:88月88日账号8888888888进账CNY8.88交易后余额CNY888.88参考号INTEREST,".*?农行香港:\d{1,2}月\d{1,2}日账号\d+进账.*?([0-9]+[\.,]?[0-9]*)交易后余额.*?([0-9]+[\.,]?[0-9]*).*?",,,,,,99.0,INCOME,,,,,,-1,8.88,,,,WAI_BI,,"余额,交易,",,,GENERAL,DESPOSIT,,PERSONAL,,,,,,-1.0,,,888.88
中国农业银行,95599,nongye_61~0,nongye_61,SUCCESS,【中国农业银行】农行香港:88月88日账号8888888888进账USD8.88交易后余额USD888.88参考号INTEREST,".*?农行香港:\d{1,2}月\d{1,2}日账号\d+进账.*?([0-9]+[\.,]?[0-9]*)交易后余额.*?([0-9]+[\.,]?[0-9]*).*?",,,,,,99.0,INCOME,,,,,,-1,63.83,,,,WAI_BI,,"USD,余额,交易,",,,GENERAL,DESPOSIT,,PERSONAL,,,,,,-1.0,,,6389.36
